+--------------------+---------------+--------------+----------+------------------+------+------+------+-----------------+------------+
|             country|poverty_percent|gdp_per_capita|population|years_of_education|   sex|height|weight|            sport|TieneMedalla|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|  1.82|  74.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.78|  75.0|           rowing|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|female|   1.8|  76.0|           rowing|           1|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|  1.83|  75.0|           rowing|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|  1.83|  78.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.79|  75.0|           rowing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.63|  49.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.83|  78.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.79|  71.0|           rowing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.83|  81.0|           rowing|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.88|  74.0|           rowing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.81|  77.0|           rowing|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.65|  59.0|           rowing|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|  1.73|  76.0|           rowing|           1|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|  1.73|  59.0|           rowing|           1|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|  1.73|  70.0|           rowing|           1|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|  1.74|  69.0|           rowing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.83|  73.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.84|  75.0|           rowing|           1|
|           Lithuania|       1.270506|       24743.0|   2889555|              13.0|female|  1.76|  66.0|           rowing|           1|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|  1.82|  74.0|           rowing|           1|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|female|  1.75|  68.0|           rowing|           1|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|   1.7|  66.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.81|  73.0|           rowing|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.65|  60.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.85|  76.0|           rowing|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.78|  70.0|           rowing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.86|  81.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.73|  76.0|           rowing|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|female|  1.78|  63.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.76|  70.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.72|  58.0|           rowing|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.82|  74.0|        taekwondo|           1|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|female|  1.76|  57.0|        taekwondo|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.76|  66.0|        taekwondo|           1|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|female|  1.74|  57.0|        taekwondo|           1|
|         South Korea|      0.2266651|       36103.0|  50983446|              12.1|female|  1.82|  69.0|        taekwondo|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.78|  79.0|        taekwondo|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.67|  57.0|        taekwondo|           1|
|                Iran|      0.3843361|       16783.0|  79563991|               9.8|female|  1.85|  62.0|        taekwondo|           1|
|              Mexico|       2.158935|       16133.0| 123333379|               8.6|female|  1.73|  70.0|        taekwondo|           1|
|              Turkey|       0.202717|       17906.0|  79827868|               8.0|female|   1.8|  67.0|        taekwondo|           1|
|            Thailand|     0.02727074|       15454.0|  68971313|               7.6|female|  1.73|  49.0|        taekwondo|           1|
|          Azerbaijan|            0.0|       16645.0|   9736041|              10.7|female|  1.65|  49.0|        taekwondo|           1|
|       Cote d'Ivoire|       27.66405|        3395.0|  23822726|               5.1|female|  1.76|  65.0|        taekwondo|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|female|  1.88|  75.0|        taekwondo|           1|
|         South Korea|      0.2266651|       36103.0|  50983446|              12.1|female|  1.64|  50.0|        taekwondo|           1|
|               Niger|       43.39908|         925.0|  20788789|               1.9|  male|  2.07|  98.0|        taekwondo|           1|
|              Jordan|      0.1041225|       11529.0|   9554286|              10.4|  male|  1.78|  68.0|        taekwondo|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.85|  68.0|        taekwondo|           1|
|         South Korea|      0.2266651|       36103.0|  50983446|              12.1|  male|  1.83|  70.0|        taekwondo|           1|
|         South Korea|      0.2266651|       36103.0|  50983446|              12.1|  male|   1.9|  91.0|        taekwondo|           1|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.85|  68.0|        taekwondo|           1|
|  Dominican Republic|       1.636527|       14489.0|  10397738|               7.8|  male|  1.83|  57.0|        taekwondo|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.91|  80.0|        taekwondo|           1|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|   1.9|  90.0|        taekwondo|           1|
|          Azerbaijan|            0.0|       16645.0|   9736041|              10.7|  male|  1.97|  80.0|        taekwondo|           1|
|             Tunisia|      0.2461845|       11073.0|  11303942|               7.1|  male|  1.99|  80.0|        taekwondo|           1|
|          Azerbaijan|            0.0|       16645.0|   9736041|              10.7|  male|   2.0|  93.0|        taekwondo|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|  male|  1.88|  63.0|        taekwondo|           1|
|         South Korea|      0.2266651|       36103.0|  50983446|              12.1|  male|  1.82|  59.0|        taekwondo|           1|
|            Thailand|     0.02727074|       15454.0|  68971313|               7.6|  male|  1.81|  58.0|        taekwondo|           1|
|            Malaysia|     0.01196461|       23053.0|  30684652|              10.2|  male|   1.7|  68.0|        badminton|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|  male|  1.81|  78.0|        badminton|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|  male|  1.88|  81.0|        badminton|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.75|  80.0|        badminton|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|  male|  1.83|  75.0|        badminton|           1|
|            Malaysia|     0.01196461|       23053.0|  30684652|              10.2|  male|  1.75|  68.0|        badminton|           1|
|           Indonesia|       5.239999|       10911.0| 261556386|               8.0|  male|  1.79|  72.0|        badminton|           1|
|            Malaysia|     0.01196461|       23053.0|  30684652|              10.2|  male|   1.8|  70.0|        badminton|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.94|  88.0|        badminton|           1|
|            Malaysia|     0.01196461|       23053.0|  30684652|              10.2|  male|  1.77|  77.0|        badminton|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.73|  64.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.68|  64.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.58|  64.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.73|  73.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.65|  68.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.62|  68.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.72|  65.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|   1.8|  72.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.72|  75.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.68|  70.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.65|  63.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.69|  67.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.74|  70.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.69|  66.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.63|  65.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.74|  72.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.66|  65.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.72|  73.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.72|  70.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.69|  70.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.59|  65.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.71|  70.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|  1.78|  83.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|   1.7|  58.0|     rugby sevens|           1|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|female|   1.7|  67.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.73|  74.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.68|  66.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.69|  74.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.77|  71.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.76|  73.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.72|  89.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|   1.7|  70.0|     rugby sevens|           1|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|female|  1.67|  79.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.65|  67.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.68|  75.0|     rugby sevens|           1|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|female|  1.63|  58.0|     rugby sevens|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  2.02| 105.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.98| 110.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|   1.9|  88.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.92| 110.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  2.03| 105.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.89|  93.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.94|  94.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|   2.1| 115.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  2.03| 103.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.97| 102.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|   2.0| 105.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.95|  95.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.99| 100.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.98| 110.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.92|  95.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.95|  95.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.86|  83.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.85|  85.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.82|  86.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.98| 100.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  2.02| 108.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.97|  93.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.88| 106.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.89|  90.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.98| 100.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.92|  92.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.79|  79.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.96|  98.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.84|  95.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  2.01| 102.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.94| 104.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.89|  86.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|   2.0| 110.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.92| 106.0|         handball|           1|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|   2.0| 105.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.94|  99.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.99|  97.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.91|  94.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.92|  93.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.86| 105.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.88|  87.0|         handball|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.88|  88.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|   1.9|  92.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.89| 100.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.77|  73.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.81|  66.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.78|  64.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.84|  74.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.86|  81.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.68|  63.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.82|  76.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|   1.8|  66.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.72|  65.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.78|  74.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.74|  60.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.76|  70.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.78|  67.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.72|  69.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.71|  66.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.82|  68.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.78|  65.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.74|  67.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.68|  69.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.65|  52.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.65|  66.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.78|  71.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.76|  63.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.68|  60.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.72|  64.0|         handball|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|female|  1.79|  80.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.85|  73.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.88|  80.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.83|  74.0|         handball|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|   1.8|  72.0|         handball|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.88|  81.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.83|  75.0|          fencing|           1|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|  male|  1.93|  82.0|          fencing|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.84|  76.0|          fencing|           1|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|  male|   1.8|  78.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.87|  79.0|          fencing|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.89|  84.0|          fencing|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.77|  65.0|          fencing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.73|  74.0|          fencing|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|   1.9|  70.0|          fencing|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.91|  80.0|          fencing|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.71|  65.0|          fencing|           1|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|  male|  1.92|  90.0|          fencing|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.91|  83.0|          fencing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.83|  79.0|          fencing|           1|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|  male|  1.84|  75.0|          fencing|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.86|  78.0|          fencing|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.77|  77.0|          fencing|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.85|  78.0|          fencing|           1|
|         South Korea|      0.2266651|       36103.0|  50983446|              12.1|  male|  1.78|  66.0|          fencing|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|   1.8|  74.0|          fencing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.94|  79.0|          fencing|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|   1.8|  70.0|          fencing|           1|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|  male|  1.88|  85.0|          fencing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.86|  74.0|          fencing|           1|
|         South Korea|      0.2266651|       36103.0|  50983446|              12.1|  male|  1.77|  73.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.82|  82.0|          fencing|           1|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.97| 100.0|          fencing|           1|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|female|  1.69|  75.0|          fencing|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|female|  1.82|  76.0|          fencing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.73|  81.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.67|  53.0|          fencing|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|  1.77|  65.0|          fencing|           1|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|female|  1.76|  71.0|          fencing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.71|  68.0|          fencing|           1|
|             Tunisia|      0.2461845|       11073.0|  11303942|               7.1|female|  1.67|  56.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.73|  61.0|          fencing|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|female|  1.76|  66.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.77|  64.0|          fencing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.73|  72.0|          fencing|           1|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|female|  1.83|  74.0|          fencing|           1|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|female|  1.76|  66.0|          fencing|           1|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|female|  1.65|  65.0|          fencing|           1|
|             Ukraine|            0.0|        9214.0|  44713708|              11.3|female|  1.72|  68.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.68|  58.0|          fencing|           1|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|female|  1.67|  50.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.75|  70.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.74|  62.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.76|  64.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.75|  64.0|          fencing|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|female|  1.77|  63.0|          fencing|           1|
|               China|      0.5253779|       12569.0|1414049353|               7.8|female|  1.85|  78.0|          fencing|           1|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|female|  1.69|  56.0|          fencing|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.92|  98.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.75|  75.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.79|  89.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.76|  86.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|   1.8|  85.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.88|  96.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.79|  93.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.81|  98.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.95| 105.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.95|  98.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.74|  81.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|   1.8| 108.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.75|  87.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.75|  78.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.86|  87.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|   1.8|  90.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.82|  92.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.98| 109.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.77|  88.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.83|  89.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.89|  96.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|   1.8|  83.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.74|  90.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|   1.8|  92.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.88|  95.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|   1.9| 105.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.74|  81.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|   1.9|  93.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.91| 103.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.86|  88.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.89| 105.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.77|  82.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.92|  98.0|     rugby sevens|           1|
|        South Africa|        19.0491|       12139.0|  56207649|              10.1|  male|  1.93| 104.0|     rugby sevens|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.78|  85.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.71|  81.0|     rugby sevens|           1|
|                Fiji|      0.2987445|       11940.0|    872406|              10.8|  male|  1.96| 106.0|     rugby sevens|           1|
